Class,Number of Occurrence,Number of Refactorings,Refactoring ID,Refactoring Type,Commit
com.facebook.presto.spi.eventlistener.QueryStatistics,19,10,presto_5967,Rename Method,f7ce54f9bd45c88d13c4b7501b5ac5bc9bf9b84a
com.facebook.presto.spi.eventlistener.QueryStatistics,19,10,presto_5970,Rename Parameter,f7ce54f9bd45c88d13c4b7501b5ac5bc9bf9b84a
com.facebook.presto.spi.eventlistener.QueryStatistics,19,10,presto_8369,Rename Method,cdc01c0f24b53b07502bdaa4df32f260a54ca6d2
com.facebook.presto.spi.eventlistener.QueryStatistics,19,10,presto_402,Change Return Type,a97dd9406206a92754998072f4e908f6615b32f0
com.facebook.presto.spi.eventlistener.QueryStatistics,19,10,presto_5969,Rename Parameter,f7ce54f9bd45c88d13c4b7501b5ac5bc9bf9b84a
com.facebook.presto.spi.eventlistener.QueryStatistics,19,10,presto_5971,Rename Attribute,f7ce54f9bd45c88d13c4b7501b5ac5bc9bf9b84a
com.facebook.presto.spi.eventlistener.QueryStatistics,19,10,presto_404,Change Parameter Type,a97dd9406206a92754998072f4e908f6615b32f0
com.facebook.presto.spi.eventlistener.QueryStatistics,19,10,presto_5972,Rename Attribute,f7ce54f9bd45c88d13c4b7501b5ac5bc9bf9b84a
com.facebook.presto.spi.eventlistener.QueryStatistics,19,10,presto_403,Change Attribute Type,a97dd9406206a92754998072f4e908f6615b32f0
com.facebook.presto.spi.eventlistener.QueryStatistics,19,10,presto_5968,Rename Method,f7ce54f9bd45c88d13c4b7501b5ac5bc9bf9b84a
com.facebook.presto.orc.TestStructBatchStreamReader,3,2,presto_2169,Change Variable Type,66187c0c93eed93db8c188ccae657f83e7b174a8
com.facebook.presto.orc.TestStructBatchStreamReader,3,2,presto_2261,Rename Class,c4d37b7f8fa7021b05a1f5ea816d6b15523428df
com.facebook.presto.verifier.event.QueryFailure,1,1,presto_1527,Rename Class,9fffa607b16a9d4767f066dfe201974e457fd008
com.facebook.presto.operator.aggregation.PrecisionRecallAggregation.getResultsIterator,4,2,presto_1620,Change Variable Type,aa4bafaddf9b60950c4cc1f6df3732d317407d1e
com.facebook.presto.operator.aggregation.PrecisionRecallAggregation.getResultsIterator,4,2,presto_1619,Change Variable Type,aa4bafaddf9b60950c4cc1f6df3732d317407d1e
com.facebook.presto.orc.cache.CachingOrcFileTailSource,1,1,presto_11,Move Class,177a680faafebd3d969e1647701ed55c22023e80
com.facebook.presto.hive.orc.OrcSelectivePageSourceFactory,8,5,presto_895,Rename Parameter,1d61bc7889e9d7c3a3b42196fbc6d2ba55a0040c
com.facebook.presto.hive.orc.OrcSelectivePageSourceFactory,8,5,presto_1599,Change Variable Type,60cc49990a666c073df2367e9713d8926a129aa8
com.facebook.presto.hive.orc.OrcSelectivePageSourceFactory,8,5,presto_896,Change Parameter Type,1d61bc7889e9d7c3a3b42196fbc6d2ba55a0040c
com.facebook.presto.hive.orc.OrcSelectivePageSourceFactory,8,5,presto_1280,Extract Variable,e31ac556eeec6028b7ac0a120e6bb82f6c356130
com.facebook.presto.hive.orc.OrcSelectivePageSourceFactory,8,5,presto_1598,Change Return Type,60cc49990a666c073df2367e9713d8926a129aa8
te rowExpressionService : RowExpressionService from class com.facebook.presto.hive.HiveMetadata,3,3,presto_2379,Move Attribute,5c445c73137d17de52635f366ef787262fa53016
te rowExpressionService : RowExpressionService from class com.facebook.presto.hive.HiveMetadata,3,3,presto_2378,Move Attribute,5c445c73137d17de52635f366ef787262fa53016
te rowExpressionService : RowExpressionService from class com.facebook.presto.hive.HiveMetadata,3,3,presto_2374,Move Attribute,5c445c73137d17de52635f366ef787262fa53016
com.facebook.presto.sql.planner.RowExpressionVariableInliner,23,12,presto_2532,Rename Class,0c0ce7da1213140ece85ae07c6028139217ea4b5
com.facebook.presto.sql.planner.RowExpressionVariableInliner,23,12,presto_1314,Change Attribute Type,ffe309dd7611f3f72b78e1dca5bb93bb6bad9a5e
com.facebook.presto.sql.planner.RowExpressionVariableInliner,23,12,presto_1330,Change Parameter Type,0f2b3dd972fc8a7d589273fcf94975a8ba303fc0
com.facebook.presto.sql.planner.RowExpressionVariableInliner,23,12,presto_1316,Change Parameter Type,ffe309dd7611f3f72b78e1dca5bb93bb6bad9a5e
com.facebook.presto.sql.planner.RowExpressionVariableInliner,23,12,presto_1329,Change Attribute Type,0f2b3dd972fc8a7d589273fcf94975a8ba303fc0
com.facebook.presto.sql.planner.RowExpressionVariableInliner,23,12,presto_1331,Extract Method,0f2b3dd972fc8a7d589273fcf94975a8ba303fc0
com.facebook.presto.sql.planner.RowExpressionVariableInliner,23,12,presto_1315,Change Parameter Type,ffe309dd7611f3f72b78e1dca5bb93bb6bad9a5e
com.facebook.presto.sql.planner.RowExpressionVariableInliner,23,12,presto_1317,Change Parameter Type,ffe309dd7611f3f72b78e1dca5bb93bb6bad9a5e
com.facebook.presto.sql.planner.RowExpressionVariableInliner,23,12,presto_2535,Change Parameter Type,0c0ce7da1213140ece85ae07c6028139217ea4b5
com.facebook.presto.sql.planner.RowExpressionVariableInliner,23,12,presto_2534,Change Attribute Type,0c0ce7da1213140ece85ae07c6028139217ea4b5
com.facebook.presto.sql.planner.RowExpressionVariableInliner,23,12,presto_2537,Change Parameter Type,0c0ce7da1213140ece85ae07c6028139217ea4b5
com.facebook.presto.sql.planner.RowExpressionVariableInliner,23,12,presto_2536,Rename Method,0c0ce7da1213140ece85ae07c6028139217ea4b5
com.facebook.presto.operator.scalar.ArrayJoin,12,7,presto_7996,Change Parameter Type,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.scalar.ArrayJoin,12,7,presto_7995,Rename Parameter,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.scalar.ArrayJoin,12,7,presto_187,Change Return Type,04ead21d85198984cb3fdedb078603fa0f62196c
com.facebook.presto.operator.scalar.ArrayJoin,12,7,presto_188,Change Return Type,04ead21d85198984cb3fdedb078603fa0f62196c
com.facebook.presto.operator.scalar.ArrayJoin,12,7,presto_7997,Rename Parameter,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.scalar.ArrayJoin,12,7,presto_7998,Change Parameter Type,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.scalar.ArrayJoin,12,7,presto_189,Change Variable Type,04ead21d85198984cb3fdedb078603fa0f62196c
com.facebook.presto.hive.metastore.SemiTransactionalHiveMetastore,22,12,presto_7066,Change Parameter Type,d239335dc3c1cb7acab404cc2ffa3de086ab3ba6
com.facebook.presto.hive.metastore.SemiTransactionalHiveMetastore,22,12,presto_7070,Extract Method,b65ce26b11145c9720910645d3ff1aeef03aa432
com.facebook.presto.hive.metastore.SemiTransactionalHiveMetastore,22,12,presto_7867,Move Method,0e03eff44cc92dc8019f4aa3f6584b0734618191
com.facebook.presto.hive.metastore.SemiTransactionalHiveMetastore,22,12,presto_7059,Move Method,7bb761666176a3fe189666e88339fc91285aced7
com.facebook.presto.hive.metastore.SemiTransactionalHiveMetastore,22,12,presto_7851,Rename Method,0e03eff44cc92dc8019f4aa3f6584b0734618191
com.facebook.presto.hive.metastore.SemiTransactionalHiveMetastore,22,12,presto_7065,Change Parameter Type,d239335dc3c1cb7acab404cc2ffa3de086ab3ba6
com.facebook.presto.hive.metastore.SemiTransactionalHiveMetastore,22,12,presto_7821,Change Parameter Type,dbee88758b1eeafba957268da615d30f53e65ad7
com.facebook.presto.hive.metastore.SemiTransactionalHiveMetastore,22,12,presto_8443,Extract Method,cca4e4a628e3d7159ac029b8388acb55b44428dc
com.facebook.presto.hive.metastore.SemiTransactionalHiveMetastore,22,12,presto_7820,Change Parameter Type,dbee88758b1eeafba957268da615d30f53e65ad7
com.facebook.presto.hive.metastore.SemiTransactionalHiveMetastore,22,12,presto_7064,Change Parameter Type,d239335dc3c1cb7acab404cc2ffa3de086ab3ba6
com.facebook.presto.hive.metastore.SemiTransactionalHiveMetastore,22,12,presto_7063,Change Attribute Type,d239335dc3c1cb7acab404cc2ffa3de086ab3ba6
com.facebook.presto.hive.metastore.SemiTransactionalHiveMetastore,22,12,presto_7069,Extract Method,b65ce26b11145c9720910645d3ff1aeef03aa432
com.facebook.presto.raptor.metadata.TestRaptorSplitManager,2,1,presto_6500,Change Variable Type,44a9c7700e77008a8c42027735e32f262b844891
com.facebook.presto.cost.AggregationStatsRule,11,6,presto_3150,Change Variable Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.AggregationStatsRule,11,6,presto_3149,Change Variable Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.AggregationStatsRule,11,6,presto_5014,Change Parameter Type,e7dc62c152647c7e41aac84234aba40c04133438
com.facebook.presto.cost.AggregationStatsRule,11,6,presto_4123,Change Parameter Type,4c090723e893b9b25236b5dfa117dc2b4a63aae3
com.facebook.presto.cost.AggregationStatsRule,11,6,presto_4122,Rename Parameter,4c090723e893b9b25236b5dfa117dc2b4a63aae3
com.facebook.presto.cost.AggregationStatsRule,11,6,presto_3148,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.hive.HdfsEnvironment.HdfsContext,5,3,presto_7642,Change Attribute Type,c224c81df40a0491ac9c78f288c50c5a22c38b8f
com.facebook.presto.hive.HdfsEnvironment.HdfsContext,5,3,presto_7641,Change Return Type,c224c81df40a0491ac9c78f288c50c5a22c38b8f
com.facebook.presto.hive.HdfsEnvironment.HdfsContext,5,3,presto_7643,Change Parameter Type,c224c81df40a0491ac9c78f288c50c5a22c38b8f
com.facebook.presto.metadata.OperatorNotFoundException,6,3,presto_6956,Change Parameter Type,09a01331edd1e4fd663c89e55b9d063ec0b2bc14
com.facebook.presto.metadata.OperatorNotFoundException,6,3,presto_6958,Change Parameter Type,09a01331edd1e4fd663c89e55b9d063ec0b2bc14
com.facebook.presto.metadata.OperatorNotFoundException,6,3,presto_6957,Change Parameter Type,09a01331edd1e4fd663c89e55b9d063ec0b2bc14
com.facebook.presto.operator.aggregation.TestDoubleHistogramAggregation,4,2,presto_8244,Rename Variable,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.aggregation.TestDoubleHistogramAggregation,4,2,presto_8243,Change Variable Type,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.hive.metastore.HivePrivilegeInfo,1,1,presto_7586,Move Method,41a8c554d0b810cb19d1a95e33dc34daeb6860f5
com.facebook.presto.sql.planner.plan.ApplyNode,16,9,presto_6178,Change Attribute Type,5f72687a4b09abc30648985e5cd5a4db0735bcc5
com.facebook.presto.sql.planner.plan.ApplyNode,16,9,presto_4357,Change Parameter Type,266c529fd31263026bfc0a0e90f52184c4934a1e
com.facebook.presto.sql.planner.plan.ApplyNode,16,9,presto_4355,Change Return Type,266c529fd31263026bfc0a0e90f52184c4934a1e
com.facebook.presto.sql.planner.plan.ApplyNode,16,9,presto_4356,Change Attribute Type,266c529fd31263026bfc0a0e90f52184c4934a1e
com.facebook.presto.sql.planner.plan.ApplyNode,16,9,presto_5828,Change Parameter Type,7bd6ecac2f513f819c6ff88a3cffd79f2b92470b
com.facebook.presto.sql.planner.plan.ApplyNode,16,9,presto_6175,Rename Parameter,5f72687a4b09abc30648985e5cd5a4db0735bcc5
com.facebook.presto.sql.planner.plan.ApplyNode,16,9,presto_6176,Change Parameter Type,5f72687a4b09abc30648985e5cd5a4db0735bcc5
com.facebook.presto.sql.planner.plan.ApplyNode,16,9,presto_6177,Rename Attribute,5f72687a4b09abc30648985e5cd5a4db0735bcc5
com.facebook.presto.sql.planner.plan.ApplyNode,16,9,presto_2479,Move Method,3f32b82ab529c976475d758d3bb3e296676b0cde
com.facebook.presto.operator.PartitionedOutputOperator,3,2,presto_957,Move Class,cb1dc5d7b8b9f7f9f4c7af33a39bd6e236c0f5aa
com.facebook.presto.operator.PartitionedOutputOperator,3,2,presto_4492,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
te finishingTime : AtomicReference<Duration> from class com.facebook.presto.execution.QueryStateTimer,1,1,presto_8696,Move Attribute,90dae1bffb2c91347fbed4541f45c1d2e9ad5944
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6131,Change Return Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6136,Change Return Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6132,Change Return Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6134,Change Return Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6139,Change Attribute Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6146,Change Variable Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6145,Change Variable Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6138,Change Return Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6142,Change Variable Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6135,Change Return Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6144,Change Variable Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6214,Change Parameter Type,43f627f61f576a865ae932fae9d6b5caf23f947e
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6143,Change Variable Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6197,Change Attribute Type,493e1dec5946d17d6126209e721dff7cc8494435
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6213,Change Attribute Type,43f627f61f576a865ae932fae9d6b5caf23f947e
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6140,Change Return Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6141,Change Parameter Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6137,Change Return Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.sql.relational.RowExpressionDomainTranslator.Visitor,29,19,presto_6133,Change Return Type,0fe7da10ab428c88a1e9c09e61ee9d60c8fc4d9c
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3486,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3488,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3483,Change Parameter Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3491,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3495,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3492,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3497,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3484,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3496,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3498,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3485,Change Parameter Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3487,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3494,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3482,Change Attribute Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3493,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3147,Rename Class,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3489,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3490,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.VariableStatsAssertion,23,19,presto_3499,Change Parameter Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.sql.planner.optimizations.MetadataQueryOptimizer,8,4,presto_111,Change Attribute Type,4051fd7ac165d841ac03ff01adca954862589968
com.facebook.presto.sql.planner.optimizations.MetadataQueryOptimizer,8,4,presto_1257,Change Attribute Type,9622d26a8cd1b83a21bcc43bc5c5fe75efc61ab6
com.facebook.presto.sql.planner.optimizations.MetadataQueryOptimizer,8,4,presto_1880,Rename Parameter,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.optimizations.MetadataQueryOptimizer,8,4,presto_1881,Change Parameter Type,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.raptor.TestRaptorIntegrationSmokeTest,1,1,presto_6223,Move Class,5b3c7d0cc986894a996d98080f6ccee8ef5eef92
com.facebook.presto.sql.planner.optimizations.PlanOptimizer,4,2,presto_1951,Rename Parameter,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.optimizations.PlanOptimizer,4,2,presto_1952,Change Parameter Type,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.verifier.prestoaction.PrestoActionFactory,1,1,presto_1061,Move Class,a7d3f65297cc60888c680f698a9b4ba700067272
te timeZoneKey : TimeZoneKey from class com.facebook.presto.spi.function.SqlFunctionProperties,1,1,presto_301,Move Attribute,a80dea946b982eecf7a4eb718fdc5d18094aa4f7
com.facebook.presto.sqlfunction.AbstractSqlInvokedFunctionNamespaceManager.FunctionCollection,11,6,presto_49,Change Return Type,e81b812b91b019e589ca1520eef22cdaf3735fbc
com.facebook.presto.sqlfunction.AbstractSqlInvokedFunctionNamespaceManager.FunctionCollection,11,6,presto_52,Change Variable Type,e81b812b91b019e589ca1520eef22cdaf3735fbc
com.facebook.presto.sqlfunction.AbstractSqlInvokedFunctionNamespaceManager.FunctionCollection,11,6,presto_50,Change Attribute Type,e81b812b91b019e589ca1520eef22cdaf3735fbc
com.facebook.presto.sqlfunction.AbstractSqlInvokedFunctionNamespaceManager.FunctionCollection,11,6,presto_140,Change Parameter Type,4051fd7ac165d841ac03ff01adca954862589968
com.facebook.presto.sqlfunction.AbstractSqlInvokedFunctionNamespaceManager.FunctionCollection,11,6,presto_51,Change Attribute Type,e81b812b91b019e589ca1520eef22cdaf3735fbc
com.facebook.presto.sqlfunction.AbstractSqlInvokedFunctionNamespaceManager.FunctionCollection,11,6,presto_139,Change Attribute Type,4051fd7ac165d841ac03ff01adca954862589968
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7293,Change Return Type,1bc1df92ab15d3cea5b99fc3e5febd4c4e3e14ff
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7287,Change Return Type,1bc1df92ab15d3cea5b99fc3e5febd4c4e3e14ff
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7383,Change Return Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7391,Change Return Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7325,Change Return Type,cc3e73587775beb13bbed1e13dbef3ba71dde820
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7393,Change Return Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7331,Change Return Type,cc3e73587775beb13bbed1e13dbef3ba71dde820
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7328,Change Return Type,cc3e73587775beb13bbed1e13dbef3ba71dde820
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7342,Extract Method,1e312a741fe132226dc5d518fca0382be7052b62
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_8757,Rename Attribute,270fb6513729458e6650a26b89ac83cd0bad61ee
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7300,Change Return Type,1bc1df92ab15d3cea5b99fc3e5febd4c4e3e14ff
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7343,Change Variable Type,1e312a741fe132226dc5d518fca0382be7052b62
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7386,Change Return Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7333,Change Return Type,cc3e73587775beb13bbed1e13dbef3ba71dde820
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7404,Change Variable Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7403,Change Variable Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_3193,Rename Variable,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_8756,Extract Method,270fb6513729458e6650a26b89ac83cd0bad61ee
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7296,Change Return Type,1bc1df92ab15d3cea5b99fc3e5febd4c4e3e14ff
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7394,Change Return Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7302,Change Return Type,1bc1df92ab15d3cea5b99fc3e5febd4c4e3e14ff
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7384,Change Return Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7286,Change Return Type,1bc1df92ab15d3cea5b99fc3e5febd4c4e3e14ff
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7290,Change Return Type,1bc1df92ab15d3cea5b99fc3e5febd4c4e3e14ff
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_8766,Extract Class,270fb6513729458e6650a26b89ac83cd0bad61ee
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7334,Change Return Type,cc3e73587775beb13bbed1e13dbef3ba71dde820
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7392,Change Return Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7301,Change Return Type,1bc1df92ab15d3cea5b99fc3e5febd4c4e3e14ff
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7324,Change Return Type,cc3e73587775beb13bbed1e13dbef3ba71dde820
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7299,Change Return Type,1bc1df92ab15d3cea5b99fc3e5febd4c4e3e14ff
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7400,Change Return Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7388,Change Return Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7396,Change Return Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7321,Change Return Type,cc3e73587775beb13bbed1e13dbef3ba71dde820
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7390,Change Return Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_8758,Change Attribute Type,270fb6513729458e6650a26b89ac83cd0bad61ee
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7338,Change Return Type,cc3e73587775beb13bbed1e13dbef3ba71dde820
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7339,Change Return Type,cc3e73587775beb13bbed1e13dbef3ba71dde820
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7399,Change Return Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7304,Extract Method,1bc1df92ab15d3cea5b99fc3e5febd4c4e3e14ff
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7292,Change Return Type,1bc1df92ab15d3cea5b99fc3e5febd4c4e3e14ff
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7385,Change Return Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7298,Change Return Type,1bc1df92ab15d3cea5b99fc3e5febd4c4e3e14ff
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7297,Change Return Type,1bc1df92ab15d3cea5b99fc3e5febd4c4e3e14ff
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7295,Change Return Type,1bc1df92ab15d3cea5b99fc3e5febd4c4e3e14ff
com.facebook.presto.cost.CostCalculatorUsingExchanges.CostEstimator,83,71,presto_7336,Change Return Type,cc3e73587775beb13bbed1e13dbef3ba71dde820
